signal,shaft_order,mean_per_revolution_RMS_amplitude,amplitude_CV_percent,phase_coherence,phase_drift_degrees_per_revolution
static-pressure-wall-tongue,5,2824.849915175375,14.842358617832724,0.8342419471314207,-2.9718821028552247
static-pressure-wall-tongue,7,1918.1612160287573,17.508711137915398,0.9908838175250517,-0.32485885188289365
static-pressure-wall-tongue,14,536.9534726280456,26.306903210270267,0.9927741765756003,0.027321421233918185
total-pressure-rise,5,3345.5176664661244,15.019468714987797,0.8388360248565206,-2.923738417735416
total-pressure-rise,7,1799.1517118530141,23.89774363957341,0.98969734431671,-0.20848353767801156
total-pressure-rise,14,336.93010590427417,51.71110492632922,0.9809251303175047,-0.18649777642400486
torque-on-impeller,5,5.7045753012542315e-05,53.09001002010571,0.2486061209150939,-63.58594549837658
torque-on-impeller,7,0.00042331512124332534,14.756062403541815,0.9896052519049681,-0.3957380785841373
torque-on-impeller,14,0.000110795411480379,18.279665300098376,0.980113740298403,0.06142699099735965
