RPM,blade_count,rotation_frequency_Hz,BPF_Hz,time_step_size_s,sampling_frequency_Hz,sample_count,sample_revolutions_observed,target_volume_flow_L_h,mean_mass_flow_kg_s,mean_volume_flow_L_h,volume_flow_error_percent,mean_static_pressure_inlet_Pa,mean_static_pressure_outlet_Pa,mean_static_pressure_rise_Pa,mean_total_pressure_inlet_Pa,mean_total_pressure_outlet_Pa,mean_total_pressure_rise_Pa,mean_head_m,mean_torque_signed_N_m,mean_torque_magnitude_N_m,mean_hydraulic_power_W,mean_shaft_power_W,hydraulic_efficiency_from_mean_powers,mean_instantaneous_hydraulic_efficiency,density_kg_m3,gravity_m_s2
7000.0,7,116.66666666666669,816.6666666666667,6.122448979591836e-05,16333.333333333334,2800,20.0,1050.0,0.3132019117525484,1049.8388103437378,-0.0153513958344947,-1262.423612253328,107477.53119685654,108739.95480910988,0.0,115847.480309906,115847.480309906,10.999213585163172,-0.0641451082440144,0.0641451082440144,33.78365971524588,47.02082019206085,0.7184829949212588,0.7186021272436404,1074.0,9.80665
